Kingdom,Phylum,Class,Order,Family,Genus,Sample_name,OBER.Mn.JE1,OBER.Mn.JE2,OBER.Mn.JE3,OBER.Mn.JE4,OBER.Mn.JO1,OBER.Mn.JO2,OBER.Mn.SE1,OBER.Mn.SE2,OBER.Mn.SE5,OBER.Mn.SE6,OBER.Mn.SO1
d__Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Parvibium,Sept_IB,0,0,0,0,0,0,0,0,0,0,0.05
d__Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Genus of Diplorickettsiaceae,Sept_IB,0,0,0,0,0,0,0,0,0,0,0.05
d__Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Genus of Legionellaceae,Sept_IB,0,0,0,0,0,0,0,0,0,0,0.05
d__Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Family of Armatimonadales,Genus of Armatimonadales,Jan_B2,0,0,0.02,0.02,0,0,0,0,0,0,0
d__Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Genus of Myxococcaceae,Jan_B2,0,0,0.03,0.02,0,0,0,0,0,0,0
d__Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Family of Acidobacteriales,Genus of Acidobacteriales,Jan_B2,0,0,0.03,0.01,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,[Agitococcus]_lubricus_group,Jan_IB,0,0,0,0,0.02,0.03,0,0,0,0,0
d__Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Haliscomenobacter,Jan_IB,0,0,0,0,0.03,0.02,0,0,0,0,0
d__Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Bacteriovorax,Jan_IB,0,0,0,0,0.03,0.02,0,0,0,0,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Genus of Alcaligenaceae,Jan_IB,0,0,0,0,0.03,0.01,0,0,0,0,0
d__Bacteria,Patescibacteria,Parcubacteria,Candidatus_Jorgensenbacteria,Candidatus_Jorgensenbacteria,Candidatus_Jorgensenbacteria,Sept_B2,0,0,0,0,0,0,0,0,0,0.04,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Genus of Rhodospirillaceae,Sept_B2,0,0,0,0,0,0,0,0,0.02,0.02,0
d__Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus_Udaeobacter,Sept_B2,0,0,0,0,0,0,0,0,0.02,0.02,0
d__Bacteria,Dependentiae,Babeliae,Babeliales,Babeliaceae,Babeliaceae,Sept_B1,0,0,0,0,0,0,0,0.04,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Bauldia,Sept_B1,0,0,0,0,0,0,0.02,0.02,0,0,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,WD260,WD260,WD260,Sept_B1,0,0,0,0,0,0,0.02,0.02,0,0,0
d__Bacteria,Zixibacteria,Zixibacteria,Zixibacteria,Zixibacteria,Zixibacteria,Sept_B1,0,0,0,0,0,0,0.02,0.02,0,0,0
d__Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Genus of Nocardioidaceae,Sept_IB,0,0,0,0,0,0,0,0,0,0,0.04
d__Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,Sept_IB,0,0,0,0,0,0,0,0,0,0,0.04
d__Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavitalea,Sept_IB,0,0,0,0,0,0,0,0,0,0,0.04
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Genus of Rhodospirillaceae,Jan_B2,0,0,0.02,0.02,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Jan_B2,0,0,0.03,0.01,0,0,0,0,0,0,0
d__Bacteria,Cyanobacteria,Vampirivibrionia,Caenarcaniphilales,Caenarcaniphilales,Caenarcaniphilales,Jan_IB,0,0,0,0,0.01,0.03,0,0,0,0,0
d__Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Lentimonas,Jan_IB,0,0,0,0,0.02,0.02,0,0,0,0,0
d__Bacteria,Armatimonadota,Class of Armatimonadota,Order of Armatimonadota,Family of Armatimonadota,Genus of Armatimonadota,Jan_IB,0,0,0,0,0.02,0.02,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Candidatus_Paracaedibacter,Jan_IB,0,0,0,0,0.02,0.02,0,0,0,0,0
d__Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,JCM_18997,Jan_B1,0.03,0.01,0,0,0,0,0,0,0,0,0
d__Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Genus of Anaerolineaceae,Jan_B1,0.03,0.01,0,0,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Plot4-2H12,Jan_B1,0.03,0.01,0,0,0,0,0,0,0,0,0
d__Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Family of Microtrichales,Genus of Microtrichales,Jan_B1,0.03,0.01,0,0,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Jan_B2,0,0,0,0.04,0,0,0,0,0,0,0
d__Bacteria,Acidobacteriota,Acidobacteriae,Order of Acidobacteriae,Family of Acidobacteriae,Genus of Acidobacteriae,Sept_B2,0,0,0,0,0,0,0,0,0.02,0.02,0
d__Bacteria,Myxococcota,Polyangia,Polyangiales,Phaselicystidaceae,Phaselicystis,Sept_B2,0,0,0,0,0,0,0,0,0.02,0.02,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Genus of Legionellaceae,Sept_B1,0,0,0,0,0,0,0.02,0.02,0,0,0
d__Bacteria,Myxococcota,Polyangia,Blfdi19,Blfdi19,Blfdi19,Jan_B2,0,0,0.01,0.03,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Labraceae,Labrys,Jan_B2,0,0,0.01,0.03,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Candidatus_Alysiosphaera,Sept_IB,0,0,0,0,0,0,0,0,0,0,0.04
d__Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Waddliaceae,Waddlia,Sept_IB,0,0,0,0,0,0,0,0,0,0,0.04
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Genus of Rickettsiaceae,Jan_IB,0,0,0,0,0.02,0.02,0,0,0,0,0
d__Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,Jan_IB,0,0,0,0,0.02,0.02,0,0,0,0,0
d__Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Genus of Microtrichaceae,Jan_IB,0,0,0,0,0.02,0.02,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,alphaI_cluster,Jan_B1,0.02,0.02,0,0,0,0,0,0,0,0,0
d__Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,0319-6G20,0319-6G20,Jan_B1,0.01,0.02,0,0,0,0,0,0,0,0,0
d__Bacteria,Chloroflexi,OLB14,OLB14,OLB14,OLB14,Sept_B1,0,0,0,0,0,0,0.03,0.01,0,0,0
d__Bacteria,Myxococcota,Polyangia,Blfdi19,Blfdi19,Blfdi19,Sept_B1,0,0,0,0,0,0,0.03,0.01,0,0,0
d__Bacteria,Latescibacterota,Latescibacterota,Latescibacterota,Latescibacterota,Latescibacterota,Sept_IB,0,0,0,0,0,0,0,0,0,0,0.04
d__Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Genus of Isosphaeraceae,Jan_B2,0,0,0.02,0.02,0,0,0,0,0,0,0
d__Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriae,Acidobacteriae,Paludibaculum,Jan_B2,0,0,0.02,0.02,0,0,0,0,0,0,0
d__Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Aureispira,Jan_B2,0,0,0.02,0.02,0,0,0,0,0,0,0
d__Bacteria,Gemmatimonadota,BD2-11_terrestrial_group,BD2-11_terrestrial_group,BD2-11_terrestrial_group,BD2-11_terrestrial_group,Jan_B2,0,0,0.02,0.02,0,0,0,0,0,0,0
d__Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Genus of Microtrichaceae,Jan_B2,0,0,0.02,0.01,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,Immundisolibacterales,Immundisolibacteraceae,Immundisolibacter,Jan_B2,0,0,0.03,0.01,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Jan_IB,0,0,0,0,0,0.04,0,0,0,0,0
d__Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,RBG-13-54-9,RBG-13-54-9,Jan_IB,0,0,0,0,0.02,0.02,0,0,0,0,0
d__Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,Jan_IB,0,0,0,0,0.02,0.02,0,0,0,0,0
Unassigned,Phylum of Unassigned,Class of Unassigned,Order of Unassigned,Family of Unassigned,Genus of Unassigned,Jan_B1,0.02,0.01,0,0,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Genus of Hyphomonadaceae,Jan_B1,0.02,0.01,0,0,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,EV818SWSAP88,EV818SWSAP88,EV818SWSAP88,Jan_B1,0.02,0.01,0,0,0,0,0,0,0,0,0
d__Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,AKYH767,Jan_B1,0.02,0.02,0,0,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,WD260,WD260,WD260,Jan_B1,0.02,0.02,0,0,0,0,0,0,0,0,0
d__Bacteria,Patescibacteria,Parcubacteria,Candidatus_Kaiserbacteria,Candidatus_Kaiserbacteria,Candidatus_Kaiserbacteria,Sept_B2,0,0,0,0,0,0,0,0,0.01,0.03,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Pleomorphomonadaceae,Prosthecomicrobium,Jan_B2,0,0,0,0.04,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Jan_B1,0.01,0.02,0,0,0,0,0,0,0,0,0
d__Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,Vermiphilaceae,Jan_B2,0,0,0.01,0.03,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,Family of Elsterales,Genus of Elsterales,Jan_B1,0.01,0.02,0,0,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Candidatus_Berkiella,Sept_B1,0,0,0,0,0,0,0.01,0.02,0,0,0
d__Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,Longivirga,Sept_B1,0,0,0,0,0,0,0.02,0.02,0,0,0
d__Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Family of Fimbriimonadales,Genus of Fimbriimonadales,Sept_B1,0,0,0,0,0,0,0.02,0.01,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Genus of Acetobacteraceae,Sept_IB,0,0,0,0,0,0,0,0,0,0,0.04
d__Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Family of Micavibrionales,Genus of Micavibrionales,Sept_IB,0,0,0,0,0,0,0,0,0,0,0.04
d__Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Family of Microtrichales,Genus of Microtrichales,Jan_B2,0,0,0.02,0.02,0,0,0,0,0,0,0
d__Bacteria,Actinobacteriota,Acidimicrobiia,Order of Acidimicrobiia,Family of Acidimicrobiia,Genus of Acidimicrobiia,Jan_B2,0,0,0.02,0.02,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Holosporaceae,Candidatus_Bealeia,Jan_B2,0,0,0.02,0.02,0,0,0,0,0,0,0
d__Bacteria,Chloroflexi,KD4-96,KD4-96,KD4-96,KD4-96,Jan_IB,0,0,0,0,0.02,0.02,0,0,0,0,0
d__Bacteria,Elusimicrobiota,Elusimicrobia,MVP-88,MVP-88,MVP-88,Jan_IB,0,0,0,0,0.02,0.02,0,0,0,0,0
d__Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Jan_IB,0,0,0,0,0.04,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,Jan_B1,0.02,0.01,0,0,0,0,0,0,0,0,0
d__Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,37-13,37-13,Jan_B1,0.02,0.02,0,0,0,0,0,0,0,0,0
d__Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Jan_B1,0.02,0.02,0,0,0,0,0,0,0,0,0
d__Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,AKYH767,Sept_B2,0,0,0,0,0,0,0,0,0.02,0.02,0
d__Bacteria,Dependentiae,Babeliae,Babeliales,Babeliales,Babeliales,Sept_B2,0,0,0,0,0,0,0,0,0.02,0.02,0
d__Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,Sept_B2,0,0,0,0,0,0,0,0,0.02,0.02,0
d__Bacteria,Chloroflexi,Class of Chloroflexi,Order of Chloroflexi,Family of Chloroflexi,Genus of Chloroflexi,Sept_B2,0,0,0,0,0,0,0,0,0.02,0.01,0
d__Bacteria,Planctomycetota,Planctomycetes,Order of Planctomycetes,Family of Planctomycetes,Genus of Planctomycetes,Sept_B2,0,0,0,0,0,0,0,0,0.02,0.01,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,AB1,AB1,Sept_B1,0,0,0,0,0,0,0.01,0.02,0,0,0
d__Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Haliscomenobacter,Sept_B1,0,0,0,0,0,0,0.02,0.02,0,0,0
d__Bacteria,Cyanobacteria,Vampirivibrionia,Caenarcaniphilales,Caenarcaniphilales,Caenarcaniphilales,Sept_B1,0,0,0,0,0,0,0.02,0.02,0,0,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,Sept_B1,0,0,0,0,0,0,0.02,0.02,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillales_Incertae_Sedis,Stella,Sept_B1,0,0,0,0,0,0,0.02,0.01,0,0,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,KF-JG30-C25,KF-JG30-C25,KF-JG30-C25,Jan_B2,0,0,0.01,0.02,0,0,0,0,0,0,0
d__Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Genus of Microtrichaceae,Sept_IB,0,0,0,0,0,0,0,0,0,0,0.04
d__Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,Sept_IB,0,0,0,0,0,0,0,0,0,0,0.04
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,Sept_IB,0,0,0,0,0,0,0,0,0,0,0.04
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,KF-JG30-B3,KF-JG30-B3,Sept_IB,0,0,0,0,0,0,0,0,0,0,0.04
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,SM2D12,Sept_IB,0,0,0,0,0,0,0,0,0,0,0.04
d__Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Candidatus_Berkiella,Sept_IB,0,0,0,0,0,0,0,0,0,0,0.04
d__Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Candidatus_Berkiella,Jan_B1,0.01,0.03,0,0,0,0,0,0,0,0,0
d__Bacteria,Elusimicrobiota,Lineage_IIb,Lineage_IIb,Lineage_IIb,Lineage_IIb,Jan_B2,0,0,0.02,0.02,0,0,0,0,0,0,0
d__Bacteria,Zixibacteria,Zixibacteria,Zixibacteria,Zixibacteria,Zixibacteria,Jan_B2,0,0,0.02,0.02,0,0,0,0,0,0,0
d__Bacteria,Chloroflexi,Class of Chloroflexi,Order of Chloroflexi,Family of Chloroflexi,Genus of Chloroflexi,Jan_B2,0,0,0.02,0.01,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Fodinicurvataceae,Genus of Fodinicurvataceae,Jan_B2,0,0,0.02,0.01,0,0,0,0,0,0,0
d__Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium,Jan_B2,0,0,0.04,0,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Jan_IB,0,0,0,0,0.01,0.02,0,0,0,0,0
d__Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Genus of Vicinamibacteraceae,Jan_IB,0,0,0,0,0.01,0.02,0,0,0,0,0
d__Bacteria,Chloroflexi,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66,Jan_IB,0,0,0,0,0.02,0.01,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Bauldia,Jan_IB,0,0,0,0,0.02,0.01,0,0,0,0,0
d__Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Family of Acidobacteriales,Genus of Acidobacteriales,Jan_B1,0.02,0.01,0,0,0,0,0,0,0,0,0
d__Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Genus of Microtrichaceae,Jan_B1,0.02,0.01,0,0,0,0,0,0,0,0,0
d__Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Zavarzinella,Sept_B2,0,0,0,0,0,0,0,0,0.01,0.02,0
Unassigned,Phylum of Unassigned,Class of Unassigned,Order of Unassigned,Family of Unassigned,Genus of Unassigned,Jan_B2,0,0,0,0.03,0,0,0,0,0,0,0
d__Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Ellin517,Sept_B2,0,0,0,0,0,0,0,0,0.02,0.01,0
d__Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,Jan_B2,0,0,0.01,0.02,0,0,0,0,0,0,0
d__Bacteria,Chloroflexi,Class of Chloroflexi,Order of Chloroflexi,Family of Chloroflexi,Genus of Chloroflexi,Sept_B1,0,0,0,0,0,0,0.01,0.02,0,0,0
d__Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Family of Acidobacteriales,Genus of Acidobacteriales,Sept_B1,0,0,0,0,0,0,0.02,0.02,0,0,0
d__Bacteria,Bacteroidota,SJA-28,SJA-28,SJA-28,SJA-28,Sept_B1,0,0,0,0,0,0,0.02,0.02,0,0,0
d__Bacteria,Acidobacteriota,Subgroup_11,Subgroup_11,Subgroup_11,Subgroup_11,Sept_B1,0,0,0,0,0,0,0.02,0.01,0,0,0
d__Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Family of Sphingobacteriales,Genus of Sphingobacteriales,Sept_B1,0,0,0,0,0,0,0.02,0.01,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Fodinicurvataceae,Genus of Fodinicurvataceae,Jan_B1,0.01,0.02,0,0,0,0,0,0,0,0,0
d__Bacteria,Myxococcota,Polyangia,mle1-27,mle1-27,mle1-27,Sept_B1,0,0,0,0,0,0,0.03,0,0,0,0
d__Bacteria,Patescibacteria,Parcubacteria,Candidatus_Jorgensenbacteria,Candidatus_Jorgensenbacteria,Candidatus_Jorgensenbacteria,Sept_B1,0,0,0,0,0,0,0.03,0,0,0,0
d__Bacteria,Bdellovibrionota,Oligoflexia,053A03-B-DI-P58,053A03-B-DI-P58,053A03-B-DI-P58,Jan_B2,0,0,0.01,0.02,0,0,0,0,0,0,0
d__Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,RBG-13-54-9,RBG-13-54-9,Sept_IB,0,0,0,0,0,0,0,0,0,0,0.03
d__Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,Sept_IB,0,0,0,0,0,0,0,0,0,0,0.03
d__Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Lacunisphaera,Sept_IB,0,0,0,0,0,0,0,0,0,0,0.03
d__Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,Micropepsis,Jan_B2,0,0,0.01,0.02,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,EV818SWSAP88,EV818SWSAP88,EV818SWSAP88,Jan_B2,0,0,0.03,0,0,0,0,0,0,0,0
d__Bacteria,Cyanobacteria,Vampirivibrionia,Obscuribacterales,Obscuribacteraceae,Candidatus_Obscuribacter,Jan_IB,0,0,0,0,0.02,0.02,0,0,0,0,0
d__Bacteria,Elusimicrobiota,Lineage_IIa,Lineage_IIa,Lineage_IIa,Lineage_IIa,Jan_IB,0,0,0,0,0.02,0.02,0,0,0,0,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Unknown_Family,Jan_IB,0,0,0,0,0.02,0.01,0,0,0,0,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Alkanindiges,Jan_IB,0,0,0,0,0.02,0.01,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Family of Rhodospirillales,Genus of Rhodospirillales,Jan_IB,0,0,0,0,0.02,0.01,0,0,0,0,0
d__Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tundrisphaera,Jan_B1,0.02,0.01,0,0,0,0,0,0,0,0,0
d__Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum,Sept_B2,0,0,0,0,0,0,0,0,0.01,0.02,0
d__Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Haliscomenobacter,Jan_B1,0.01,0.02,0,0,0,0,0,0,0,0,0
d__Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NS11-12_marine_group,Sept_B2,0,0,0,0,0,0,0,0,0.01,0.02,0
d__Bacteria,Elusimicrobiota,Elusimicrobia,Lineage_IV,Lineage_IV,Lineage_IV,Sept_B2,0,0,0,0,0,0,0,0,0.01,0.02,0
d__Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Family of Acidobacteriales,Genus of Acidobacteriales,Sept_B2,0,0,0,0,0,0,0,0,0.01,0.02,0
d__Bacteria,Myxococcota,Polyangia,Blfdi19,Blfdi19,Blfdi19,Sept_B2,0,0,0,0,0,0,0,0,0.02,0.01,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Tahibacter,Sept_B2,0,0,0,0,0,0,0,0,0.02,0.01,0
d__Bacteria,SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),Sept_B2,0,0,0,0,0,0,0,0,0.02,0.01,0
d__Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Sept_B1,0,0,0,0,0,0,0.02,0.01,0,0,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,AAP99,Jan_B2,0,0,0.01,0.02,0,0,0,0,0,0,0
d__Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Family of Sphingobacteriales,Genus of Sphingobacteriales,Sept_IB,0,0,0,0,0,0,0,0,0,0,0.03
d__Bacteria,Myxococcota,Polyangia,Polyangiales,Phaselicystidaceae,Phaselicystis,Sept_IB,0,0,0,0,0,0,0,0,0,0,0.03
d__Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,Genus of Sutterellaceae,Sept_IB,0,0,0,0,0,0,0,0,0,0,0.03
d__Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,JCM_18997,Jan_B2,0,0,0.02,0.01,0,0,0,0,0,0,0
d__Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Family of Chitinophagales,Genus of Chitinophagales,Jan_B2,0,0,0.02,0.01,0,0,0,0,0,0,0
d__Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,Jan_B2,0,0,0.03,0,0,0,0,0,0,0,0
d__Bacteria,Bacteroidota,Bacteroidia,Order of Bacteroidia,Family of Bacteroidia,Genus of Bacteroidia,Jan_IB,0,0,0,0,0.01,0.02,0,0,0,0,0
d__Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Zavarzinella,Jan_IB,0,0,0,0,0.02,0.01,0,0,0,0,0
d__Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29_marine_group,Sept_B2,0,0,0,0,0,0,0,0,0,0.03,0
d__Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,Jan_B2,0,0,0,0.03,0,0,0,0,0,0,0
d__Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,DEV114,Jan_B2,0,0,0,0.03,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Genus of Legionellaceae,Sept_B2,0,0,0,0,0,0,0,0,0.02,0.01,0
d__Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Cerasicoccus,Sept_B2,0,0,0,0,0,0,0,0,0.02,0.01,0
d__Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Family of Armatimonadales,Genus of Armatimonadales,Jan_B1,0.01,0.02,0,0,0,0,0,0,0,0,0
d__Bacteria,Gemmatimonadota,BD2-11_terrestrial_group,BD2-11_terrestrial_group,BD2-11_terrestrial_group,BD2-11_terrestrial_group,Sept_B1,0,0,0,0,0,0,0.01,0.02,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Candidatus_Paracaedibacter,Sept_B1,0,0,0,0,0,0,0.01,0.02,0,0,0
